Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
canada,2021-06-01 17:12:00,mobile,download,/blog,organic search,148.0,55.0,8.0,936.0,722.0,6.0,1062.0,2.73,amazon music,2021-06-01,17:12:00,wednesday
canada,2023-12-01 18:19:00,mobile,download,/blog,direct,144.0,56.0,39.0,322.0,1308.0,443.0,51.0,3.96,amazon music,2023-12-01,18:19:00,thursday
canada,2022-10-09 20:43:00,mobile,download,/blog,direct,62.0,68.0,41.0,674.0,1299.0,137.0,1328.0,2.04,prime video,2022-10-09,20:43:00,saturday
canada,2021-08-10 06:23:00,mobile,sign up,/blog,paid search,73.0,49.0,26.0,146.0,1425.0,417.0,1428.0,5.64,amazon prime,2021-08-10,06:23:00,friday
canada,2023-01-04 07:49:00,desktop,subscribe,/blog,paid search,141.0,44.0,34.0,688.0,1448.0,15.0,1108.0,1.07,amazon prime,2023-01-04,07:49:00,saturday
india,2023-10-08 13:13:00,desktop,contact form,/blog,referral,67.0,48.0,21.0,447.0,225.0,144.0,1485.0,4.74,amazon support,2023-10-08,13:13:00,thursday
india,2023-02-02 09:19:00,mobile,subscribe,/blog,direct,179.0,45.0,37.0,686.0,642.0,305.0,186.0,2.54,audible,2023-02-02,09:19:00,thursday
uk,2023-07-03 10:52:00,desktop,download,/blog,direct,129.0,37.0,12.0,396.0,1893.0,194.0,361.0,3.94,prime video,2023-07-03,10:52:00,tuesday
uk,2022-01-12 18:24:00,desktop,download,/blog,social media,88.0,47.0,36.0,763.0,1766.0,292.0,313.0,5.99,amazon music,2022-01-12,18:24:00,thursday
uk,2021-05-04 00:10:00,mobile,download,/blog,direct,149.0,57.0,3.0,624.0,1369.0,453.0,772.0,4.02,prime video,2021-05-04,00:10:00,monday
uk,2021-09-11 02:48:00,mobile,purchase,/blog,social media,120.0,29.0,44.0,637.0,1322.0,121.0,1195.0,2.89,amazon.com,2021-09-11,02:48:00,tuesday
uk,2020-07-11 10:31:00,desktop,purchase,/blog,direct,115.0,65.0,48.0,610.0,507.0,74.0,786.0,4.32,amazon.com,2020-07-11,10:31:00,saturday
uk,2020-01-09 00:07:00,mobile,sign up,/blog,organic search,160.0,32.0,3.0,851.0,951.0,47.0,1115.0,4.92,amazon.com,2020-01-09,00:07:00,tuesday
uk,2023-06-07 03:14:00,mobile,subscribe,/blog,social media,166.0,35.0,24.0,979.0,1903.0,418.0,517.0,1.15,audible,2023-06-07,03:14:00,thursday
usa,2021-08-06 16:06:00,tablet,contact form,/blog,social media,72.0,32.0,44.0,320.0,1860.0,176.0,173.0,3.56,aws support,2021-08-06,16:06:00,tuesday
usa,2020-05-06 12:00:00,desktop,download,/blog,direct,103.0,32.0,22.0,700.0,1816.0,339.0,1479.0,5.75,amazon music,2020-05-06,12:00:00,friday
usa,2021-02-02 01:56:00,desktop,download,/blog,social media,155.0,40.0,5.0,319.0,1858.0,342.0,1111.0,2.04,amazon music,2021-02-02,01:56:00,tuesday
usa,2021-04-02 23:54:00,mobile,download,/blog,organic search,100.0,61.0,18.0,847.0,571.0,339.0,1230.0,1.82,amazon music,2021-04-02,23:54:00,thursday
usa,2023-04-01 04:26:00,mobile,purchase,/blog,direct,123.0,58.0,10.0,790.0,1942.0,248.0,396.0,5.38,amazon.com,2023-04-01,04:26:00,wednesday
usa,2021-01-07 09:33:00,mobile,purchase,/blog,organic search,87.0,66.0,35.0,468.0,1789.0,149.0,559.0,1.16,amazon.com,2021-01-07,09:33:00,thursday
usa,2022-04-04 11:31:00,desktop,sign up,/blog,referral,139.0,28.0,19.0,552.0,1022.0,341.0,91.0,5.11,amazon.com,2022-04-04,11:31:00,monday
usa,2023-04-03 22:47:00,mobile,sign up,/blog,social media,103.0,34.0,43.0,953.0,790.0,221.0,812.0,4.19,amazon music,2023-04-03,22:47:00,saturday
australia,2021-12-12 02:53:00,tablet,contact form,/contact,paid search,45.0,29.0,45.0,865.0,1895.0,471.0,1489.0,5.65,amazon help,2021-12-12,02:53:00,sunday
australia,2021-10-08 16:28:00,mobile,contact form,/contact,referral,99.0,37.0,41.0,775.0,1273.0,55.0,327.0,1.11,aws support,2021-10-08,16:28:00,tuesday
australia,2022-12-03 06:24:00,mobile,contact form,/contact,direct,132.0,63.0,27.0,980.0,834.0,447.0,202.0,5.59,aws support,2022-12-03,06:24:00,saturday
australia,2021-03-11 13:02:00,mobile,download,/contact,referral,79.0,51.0,41.0,624.0,1549.0,268.0,1499.0,1.91,prime video,2021-03-11,13:02:00,wednesday
australia,2020-04-07 20:16:00,desktop,download,/contact,direct,107.0,63.0,32.0,403.0,1267.0,76.0,1114.0,5.28,prime video,2020-04-07,20:16:00,saturday
australia,2020-04-10 15:26:00,desktop,sign up,/contact,direct,83.0,52.0,0.0,350.0,404.0,380.0,1354.0,2.2,amazon prime,2020-04-10,15:26:00,sunday
australia,2023-02-07 02:48:00,mobile,subscribe,/contact,social media,115.0,42.0,37.0,453.0,255.0,319.0,484.0,2.11,audible,2023-02-07,02:48:00,sunday
australia,2021-09-12 03:55:00,mobile,subscribe,/contact,paid search,40.0,51.0,33.0,880.0,1570.0,114.0,989.0,2.92,amazon prime,2021-09-12,03:55:00,thursday
canada,2021-08-01 03:01:00,mobile,download,/contact,social media,156.0,21.0,5.0,357.0,1499.0,354.0,542.0,5.99,prime video,2021-08-01,03:01:00,friday
canada,2022-04-06 06:56:00,mobile,download,/contact,direct,45.0,38.0,46.0,56.0,1654.0,419.0,1445.0,1.79,amazon music,2022-04-06,06:56:00,saturday
canada,2023-05-01 02:26:00,mobile,purchase,/contact,referral,97.0,45.0,7.0,411.0,1213.0,48.0,451.0,2.45,amazon.com,2023-05-01,02:26:00,thursday
canada,2021-01-07 10:24:00,mobile,sign up,/contact,organic search,103.0,37.0,0.0,21.0,914.0,189.0,294.0,4.22,amazon.com,2021-01-07,10:24:00,thursday
canada,2021-01-09 07:46:00,mobile,subscribe,/contact,referral,78.0,36.0,49.0,230.0,416.0,147.0,135.0,1.39,amazon web services (aws),2021-01-09,07:46:00,wednesday
canada,2021-04-03 01:27:00,mobile,subscribe,/contact,organic search,119.0,42.0,13.0,507.0,888.0,107.0,1257.0,2.98,audible,2021-04-03,01:27:00,thursday
india,2020-01-05 05:24:00,tablet,contact form,/contact,social media,124.0,35.0,28.0,434.0,1537.0,181.0,391.0,5.55,amazon help,2020-01-05,05:24:00,friday
india,2023-02-03 13:10:00,mobile,contact form,/contact,direct,71.0,38.0,36.0,805.0,962.0,56.0,187.0,2.62,amazon help,2023-02-03,13:10:00,thursday
india,2020-03-10 10:42:00,mobile,purchase,/contact,organic search,69.0,52.0,8.0,424.0,1126.0,305.0,105.0,1.48,amazon.com,2020-03-10,10:42:00,saturday
india,2020-02-12 07:15:00,mobile,subscribe,/contact,direct,115.0,28.0,21.0,573.0,1078.0,159.0,371.0,5.25,audible,2020-02-12,07:15:00,wednesday
india,2022-03-01 07:49:00,tablet,subscribe,/contact,organic search,74.0,42.0,4.0,329.0,594.0,395.0,66.0,3.9,audible,2022-03-01,07:49:00,monday
india,2023-12-10 16:26:00,mobile,subscribe,/contact,social media,70.0,63.0,20.0,70.0,1906.0,179.0,368.0,1.29,amazon prime,2023-12-10,16:26:00,thursday
india,2021-01-02 03:20:00,mobile,subscribe,/contact,referral,133.0,65.0,0.0,549.0,1832.0,84.0,426.0,1.38,amazon web services (aws),2021-01-02,03:20:00,monday
uk,2020-06-12 20:16:00,mobile,contact form,/contact,organic search,35.0,35.0,30.0,194.0,1993.0,385.0,1413.0,3.43,aws support,2020-06-12,20:16:00,sunday
uk,2021-05-04 11:43:00,desktop,contact form,/contact,referral,77.0,36.0,46.0,281.0,643.0,495.0,1411.0,4.91,aws support,2021-05-04,11:43:00,monday
uk,2021-12-09 16:41:00,desktop,contact form,/contact,social media,88.0,62.0,14.0,695.0,1436.0,488.0,233.0,3.53,amazon support,2021-12-09,16:41:00,sunday
uk,2022-02-02 09:30:00,desktop,purchase,/contact,referral,160.0,43.0,30.0,48.0,802.0,98.0,1442.0,3.02,amazon.com,2022-02-02,09:30:00,wednesday
uk,2020-11-07 07:55:00,mobile,sign up,/contact,paid search,139.0,20.0,49.0,340.0,1247.0,116.0,466.0,2.73,amazon.com,2020-11-07,07:55:00,saturday
uk,2021-12-05 08:27:00,desktop,sign up,/contact,direct,65.0,43.0,18.0,119.0,1537.0,102.0,133.0,4.9,amazon.com,2021-12-05,08:27:00,wednesday
uk,2022-04-06 03:57:00,mobile,subscribe,/contact,direct,119.0,22.0,12.0,948.0,443.0,484.0,647.0,1.39,amazon prime,2022-04-06,03:57:00,saturday
usa,2023-06-10 22:35:00,mobile,download,/contact,social media,169.0,24.0,31.0,329.0,1320.0,340.0,272.0,5.14,prime video,2023-06-10,22:35:00,friday
usa,2023-02-06 11:43:00,mobile,sign up,/contact,paid search,40.0,54.0,28.0,314.0,651.0,359.0,501.0,2.19,amazon.com,2023-02-06,11:43:00,friday
usa,2021-04-08 02:08:00,mobile,subscribe,/contact,social media,169.0,65.0,32.0,10.0,881.0,195.0,1248.0,2.64,amazon prime,2021-04-08,02:08:00,wednesday
australia,2023-10-07 01:31:00,desktop,download,/home,direct,34.0,46.0,43.0,99.0,917.0,206.0,607.0,5.88,amazon music,2023-10-07,01:31:00,monday
australia,2022-09-05 08:46:00,desktop,purchase,/home,organic search,81.0,65.0,17.0,468.0,1265.0,268.0,813.0,5.57,amazon.com,2022-09-05,08:46:00,monday
australia,2023-01-03 06:15:00,tablet,subscribe,/home,organic search,174.0,52.0,20.0,276.0,439.0,8.0,909.0,1.76,amazon prime,2023-01-03,06:15:00,wednesday
canada,2021-12-07 17:36:00,mobile,contact form,/home,paid search,121.0,22.0,20.0,421.0,626.0,94.0,1465.0,2.05,amazon help,2021-12-07,17:36:00,monday
canada,2023-07-10 21:54:00,mobile,contact form,/home,social media,75.0,66.0,49.0,263.0,453.0,200.0,458.0,4.12,amazon support,2023-07-10,21:54:00,saturday
canada,2022-12-08 04:26:00,desktop,download,/home,direct,176.0,58.0,36.0,553.0,1781.0,147.0,257.0,2.98,prime video,2022-12-08,04:26:00,friday
canada,2021-06-04 22:21:00,mobile,purchase,/home,organic search,170.0,27.0,23.0,932.0,1044.0,133.0,1272.0,3.79,amazon.com,2021-06-04,22:21:00,tuesday
canada,2023-12-05 18:18:00,mobile,purchase,/home,referral,124.0,44.0,12.0,633.0,1811.0,394.0,740.0,2.85,amazon.com,2023-12-05,18:18:00,friday
canada,2022-02-07 17:41:00,desktop,sign up,/home,referral,86.0,27.0,4.0,62.0,244.0,380.0,844.0,1.65,amazon music,2022-02-07,17:41:00,saturday
india,2022-06-02 01:22:00,mobile,contact form,/home,referral,76.0,28.0,20.0,89.0,1700.0,459.0,329.0,2.19,aws support,2022-06-02,01:22:00,sunday
india,2020-10-10 01:32:00,desktop,download,/home,referral,178.0,37.0,7.0,922.0,1667.0,53.0,525.0,5.08,amazon music,2020-10-10,01:32:00,saturday
india,2021-10-09 18:02:00,mobile,purchase,/home,organic search,103.0,56.0,34.0,741.0,201.0,171.0,1296.0,5.69,amazon.com,2021-10-09,18:02:00,friday
india,2022-10-12 06:08:00,mobile,purchase,/home,paid search,96.0,63.0,3.0,800.0,1367.0,81.0,136.0,2.47,amazon.com,2022-10-12,06:08:00,saturday
uk,2022-07-12 08:52:00,mobile,purchase,/home,referral,172.0,24.0,4.0,375.0,1946.0,69.0,325.0,1.55,amazon.com,2022-07-12,08:52:00,wednesday
uk,2021-06-06 01:44:00,mobile,sign up,/home,paid search,156.0,43.0,44.0,179.0,1198.0,168.0,800.0,2.88,amazon.com,2021-06-06,01:44:00,sunday
uk,2021-09-05 22:24:00,mobile,sign up,/home,social media,120.0,55.0,48.0,561.0,337.0,242.0,111.0,2.44,amazon prime,2021-09-05,22:24:00,sunday
usa,2021-05-08 02:18:00,desktop,contact form,/home,organic search,159.0,33.0,32.0,827.0,197.0,354.0,359.0,1.07,amazon support,2021-05-08,02:18:00,thursday
usa,2022-01-12 03:06:00,mobile,contact form,/home,paid search,41.0,58.0,18.0,661.0,132.0,299.0,490.0,2.62,amazon support,2022-01-12,03:06:00,thursday
usa,2023-11-02 11:43:00,mobile,download,/home,organic search,118.0,45.0,9.0,840.0,607.0,265.0,1231.0,4.38,amazon music,2023-11-02,11:43:00,saturday
usa,2023-02-06 18:54:00,mobile,purchase,/home,social media,106.0,38.0,30.0,798.0,1544.0,182.0,1000.0,2.91,amazon.com,2023-02-06,18:54:00,friday
usa,2021-05-01 16:59:00,mobile,subscribe,/home,referral,147.0,33.0,31.0,348.0,1068.0,101.0,215.0,5.35,audible,2021-05-01,16:59:00,tuesday
australia,2021-10-01 14:48:00,mobile,purchase,/products,organic search,50.0,60.0,7.0,15.0,778.0,193.0,1220.0,4.78,amazon.com,2021-10-01,14:48:00,sunday
australia,2022-09-01 11:25:00,desktop,sign up,/products,direct,136.0,27.0,23.0,143.0,1685.0,197.0,57.0,4.83,amazon.com,2022-09-01,11:25:00,sunday
australia,2021-11-03 04:12:00,mobile,subscribe,/products,direct,140.0,22.0,35.0,648.0,861.0,213.0,1240.0,1.25,amazon prime,2021-11-03,04:12:00,thursday
australia,2021-02-03 04:20:00,desktop,subscribe,/products,social media,167.0,36.0,31.0,607.0,928.0,288.0,208.0,4.27,amazon web services (aws),2021-02-03,04:20:00,tuesday
canada,2023-11-05 08:33:00,desktop,download,/products,referral,178.0,42.0,42.0,931.0,610.0,100.0,1229.0,5.53,amazon music,2023-11-05,08:33:00,thursday
canada,2021-02-03 18:03:00,desktop,download,/products,organic search,164.0,61.0,25.0,305.0,1262.0,334.0,1164.0,4.36,prime video,2021-02-03,18:03:00,tuesday
canada,2020-01-10 07:31:00,tablet,purchase,/products,direct,97.0,36.0,46.0,900.0,1207.0,451.0,414.0,2.84,amazon.com,2020-01-10,07:31:00,thursday
canada,2022-05-08 08:02:00,mobile,purchase,/products,referral,134.0,50.0,41.0,606.0,1196.0,135.0,1118.0,3.73,amazon.com,2022-05-08,08:02:00,friday
canada,2022-04-06 04:23:00,mobile,purchase,/products,organic search,87.0,57.0,37.0,863.0,1874.0,181.0,469.0,2.32,amazon.com,2022-04-06,04:23:00,saturday
canada,2020-08-06 22:11:00,desktop,sign up,/products,referral,35.0,46.0,5.0,28.0,1982.0,129.0,330.0,4.2,amazon prime,2020-08-06,22:11:00,monday
canada,2020-01-03 10:46:00,mobile,subscribe,/products,organic search,79.0,51.0,40.0,250.0,909.0,217.0,449.0,4.28,amazon web services (aws),2020-01-03,10:46:00,sunday
india,2021-07-10 11:30:00,mobile,subscribe,/products,social media,98.0,24.0,32.0,152.0,1321.0,324.0,435.0,5.41,amazon prime,2021-07-10,11:30:00,thursday
india,2021-11-07 14:35:00,desktop,subscribe,/products,direct,118.0,60.0,29.0,830.0,1315.0,353.0,289.0,2.66,amazon prime,2021-11-07,14:35:00,sunday
uk,2021-10-06 11:39:00,mobile,download,/products,referral,169.0,44.0,44.0,703.0,655.0,352.0,583.0,4.74,prime video,2021-10-06,11:39:00,thursday
uk,2023-12-02 19:33:00,mobile,download,/products,organic search,140.0,58.0,7.0,838.0,1233.0,150.0,367.0,1.46,amazon music,2023-12-02,19:33:00,sunday
uk,2023-11-01 08:43:00,mobile,sign up,/products,social media,136.0,43.0,23.0,290.0,856.0,72.0,682.0,4.86,amazon.com,2023-11-01,08:43:00,wednesday
uk,2022-02-04 00:58:00,tablet,sign up,/products,organic search,175.0,47.0,22.0,892.0,1789.0,458.0,302.0,4.61,amazon.com,2022-02-04,00:58:00,saturday
uk,2021-01-10 00:36:00,mobile,subscribe,/products,social media,114.0,62.0,16.0,706.0,1377.0,189.0,960.0,3.81,amazon prime,2021-01-10,00:36:00,friday
usa,2021-04-07 16:20:00,mobile,contact form,/products,direct,99.0,51.0,18.0,937.0,1917.0,373.0,153.0,3.22,aws support,2021-04-07,16:20:00,sunday
usa,2020-07-09 20:46:00,tablet,download,/products,referral,42.0,25.0,45.0,804.0,1026.0,122.0,147.0,1.6,prime video,2020-07-09,20:46:00,monday
usa,2021-02-12 09:14:00,tablet,sign up,/products,organic search,89.0,51.0,26.0,785.0,392.0,361.0,1390.0,1.19,amazon music,2021-02-12,09:14:00,thursday
australia,2020-07-05 19:25:00,mobile,download,/about,referral,137.0,34.0,16.0,90.0,1798.0,478.0,789.0,5.89,amazon music,2020-07-05,19:25:00,thursday
australia,2022-02-03 11:14:00,tablet,download,/about,social media,88.0,43.0,35.0,860.0,1908.0,486.0,566.0,2.88,prime video,2022-02-03,11:14:00,wednesday
canada,2022-01-05 23:13:00,mobile,purchase,/about,organic search,42.0,62.0,31.0,842.0,1758.0,154.0,577.0,5.89,amazon.com,2022-01-05,23:13:00,sunday
canada,2023-05-10 11:11:00,desktop,sign up,/about,paid search,103.0,25.0,12.0,299.0,325.0,324.0,820.0,5.55,amazon.com,2023-05-10,11:11:00,thursday
canada,2022-04-11 06:48:00,desktop,sign up,/about,social media,144.0,53.0,44.0,618.0,1511.0,457.0,1235.0,5.8,amazon music,2022-04-11,06:48:00,friday
india,2021-06-07 13:58:00,desktop,sign up,/about,social media,127.0,45.0,32.0,299.0,919.0,271.0,138.0,5.83,amazon prime,2021-06-07,13:58:00,tuesday
uk,2023-07-02 19:32:00,mobile,contact form,/about,social media,116.0,35.0,48.0,544.0,691.0,215.0,1451.0,4.32,aws support,2023-07-02,19:32:00,tuesday
uk,2020-02-07 17:06:00,desktop,download,/about,referral,63.0,52.0,43.0,596.0,1583.0,426.0,1029.0,2.49,amazon music,2020-02-07,17:06:00,thursday
uk,2023-12-04 15:11:00,mobile,subscribe,/about,social media,38.0,26.0,42.0,923.0,250.0,324.0,151.0,3.92,audible,2023-12-04,15:11:00,wednesday
usa,2022-04-08 18:25:00,mobile,sign up,/about,direct,33.0,45.0,37.0,423.0,675.0,88.0,1362.0,1.92,amazon.com,2022-04-08,18:25:00,thursday
australia,2020-12-09 18:00:00,tablet,download,/blog,paid search,57.0,37.0,29.0,914.0,736.0,477.0,883.0,1.31,amazon music,2020-12-09,18:00:00,saturday
australia,2022-03-08 05:00:00,mobile,download,/blog,social media,51.0,60.0,30.0,773.0,551.0,468.0,115.0,4.42,prime video,2022-03-08,05:00:00,wednesday
australia,2021-09-05 04:25:00,desktop,purchase,/blog,direct,143.0,31.0,44.0,184.0,1787.0,352.0,1062.0,1.22,amazon.com,2021-09-05,04:25:00,sunday
australia,2021-03-06 11:33:00,mobile,purchase,/blog,social media,38.0,39.0,7.0,522.0,713.0,327.0,447.0,3.93,amazon.com,2021-03-06,11:33:00,thursday
canada,2022-04-10 16:35:00,mobile,contact form,/blog,referral,81.0,29.0,12.0,556.0,264.0,67.0,1165.0,1.79,aws support,2022-04-10,16:35:00,tuesday
canada,2023-06-06 23:32:00,mobile,contact form,/blog,paid search,110.0,63.0,34.0,712.0,1516.0,361.0,321.0,2.83,amazon help,2023-06-06,23:32:00,tuesday
canada,2022-06-11 12:12:00,mobile,purchase,/blog,organic search,177.0,41.0,40.0,422.0,720.0,136.0,595.0,1.51,amazon.com,2022-06-11,12:12:00,sunday
canada,2021-02-04 16:45:00,mobile,subscribe,/blog,social media,113.0,57.0,43.0,475.0,1980.0,318.0,614.0,3.43,amazon prime,2021-02-04,16:45:00,friday
canada,2020-07-10 14:13:00,mobile,subscribe,/blog,social media,66.0,60.0,16.0,365.0,898.0,426.0,203.0,2.85,audible,2020-07-10,14:13:00,wednesday
india,2023-07-02 04:18:00,tablet,download,/blog,social media,122.0,25.0,4.0,89.0,1348.0,68.0,531.0,5.63,prime video,2023-07-02,04:18:00,tuesday
india,2020-06-03 13:26:00,desktop,download,/blog,referral,73.0,43.0,37.0,26.0,335.0,248.0,520.0,4.7,prime video,2020-06-03,13:26:00,friday
india,2021-07-06 10:09:00,mobile,download,/blog,social media,172.0,62.0,33.0,584.0,294.0,270.0,347.0,1.95,amazon music,2021-07-06,10:09:00,monday
india,2022-08-05 09:38:00,mobile,sign up,/blog,referral,95.0,39.0,49.0,263.0,1692.0,44.0,1058.0,1.7,amazon prime,2022-08-05,09:38:00,sunday
india,2021-06-05 01:39:00,mobile,sign up,/blog,direct,129.0,57.0,42.0,210.0,444.0,55.0,441.0,2.09,amazon music,2021-06-05,01:39:00,thursday
uk,2022-09-06 10:50:00,mobile,subscribe,/blog,referral,155.0,42.0,43.0,903.0,255.0,136.0,683.0,1.42,audible,2022-09-06,10:50:00,thursday
uk,2022-10-05 09:41:00,mobile,subscribe,/blog,referral,30.0,62.0,5.0,389.0,1230.0,329.0,78.0,1.57,amazon prime,2022-10-05,09:41:00,tuesday
usa,2020-03-10 17:37:00,tablet,download,/blog,paid search,47.0,28.0,38.0,97.0,1049.0,78.0,320.0,1.17,amazon music,2020-03-10,17:37:00,saturday
usa,2022-06-01 01:05:00,mobile,download,/blog,social media,85.0,30.0,26.0,150.0,735.0,59.0,362.0,3.77,prime video,2022-06-01,01:05:00,thursday
usa,2023-02-08 21:39:00,mobile,purchase,/blog,paid search,122.0,21.0,45.0,706.0,600.0,221.0,1482.0,4.29,amazon.com,2023-02-08,21:39:00,wednesday
usa,2020-03-04 19:03:00,desktop,purchase,/blog,referral,58.0,24.0,46.0,88.0,179.0,79.0,1204.0,3.09,amazon.com,2020-03-04,19:03:00,friday
usa,2022-07-07 06:47:00,mobile,purchase,/blog,organic search,37.0,33.0,26.0,705.0,494.0,242.0,642.0,4.78,amazon.com,2022-07-07,06:47:00,thursday
usa,2021-08-08 14:23:00,mobile,purchase,/blog,referral,108.0,44.0,11.0,747.0,309.0,5.0,354.0,3.7,amazon.com,2021-08-08,14:23:00,sunday
usa,2021-10-04 07:52:00,mobile,purchase,/blog,direct,103.0,45.0,23.0,543.0,995.0,127.0,732.0,5.44,amazon.com,2021-10-04,07:52:00,saturday
usa,2022-03-12 02:21:00,tablet,sign up,/blog,referral,150.0,40.0,34.0,49.0,973.0,360.0,722.0,1.52,amazon.com,2022-03-12,02:21:00,saturday
usa,2021-11-04 22:27:00,mobile,subscribe,/blog,referral,140.0,30.0,17.0,313.0,171.0,350.0,373.0,2.17,amazon prime,2021-11-04,22:27:00,sunday
australia,2020-07-06 03:32:00,mobile,contact form,/contact,paid search,34.0,43.0,35.0,310.0,1935.0,124.0,307.0,5.25,amazon support,2020-07-06,03:32:00,sunday
australia,2022-02-11 06:11:00,mobile,download,/contact,organic search,132.0,69.0,23.0,388.0,1535.0,460.0,798.0,1.23,amazon music,2022-02-11,06:11:00,wednesday
australia,2021-03-07 00:39:00,mobile,purchase,/contact,organic search,166.0,23.0,1.0,800.0,1332.0,74.0,398.0,2.48,amazon.com,2021-03-07,00:39:00,saturday
australia,2020-10-11 13:09:00,mobile,sign up,/contact,referral,114.0,41.0,39.0,455.0,531.0,23.0,1268.0,3.14,amazon prime,2020-10-11,13:09:00,tuesday
australia,2023-10-07 04:31:00,mobile,subscribe,/contact,paid search,33.0,20.0,13.0,840.0,648.0,123.0,202.0,5.09,audible,2023-10-07,04:31:00,monday
australia,2021-04-10 15:17:00,mobile,subscribe,/contact,social media,71.0,33.0,10.0,475.0,1585.0,175.0,888.0,1.87,amazon prime,2021-04-10,15:17:00,monday
canada,2021-04-10 14:18:00,mobile,contact form,/contact,direct,94.0,21.0,38.0,429.0,1080.0,304.0,703.0,4.81,aws support,2021-04-10,14:18:00,monday
canada,2020-04-02 10:19:00,mobile,contact form,/contact,social media,92.0,52.0,18.0,41.0,1207.0,392.0,783.0,1.08,aws support,2020-04-02,10:19:00,tuesday
canada,2023-04-04 03:11:00,mobile,contact form,/contact,social media,69.0,65.0,34.0,539.0,938.0,434.0,553.0,1.68,amazon help,2023-04-04,03:11:00,tuesday
canada,2021-10-11 03:00:00,desktop,download,/contact,paid search,149.0,65.0,14.0,65.0,1866.0,177.0,222.0,3.94,amazon music,2021-10-11,03:00:00,wednesday
india,2021-07-02 06:54:00,tablet,contact form,/contact,organic search,151.0,56.0,39.0,863.0,1253.0,35.0,1214.0,3.68,aws support,2021-07-02,06:54:00,sunday
india,2022-08-05 16:14:00,desktop,purchase,/contact,paid search,45.0,55.0,26.0,253.0,996.0,171.0,608.0,5.13,amazon.com,2022-08-05,16:14:00,sunday
india,2022-10-06 04:43:00,mobile,subscribe,/contact,social media,138.0,46.0,12.0,513.0,447.0,146.0,241.0,4.55,audible,2022-10-06,04:43:00,friday
